nro	anio	mes	dia	Azul	BahiaBlanca	'Bella Vista'	'Buenos Aires'	'Caseros'	'Ceres'	'Concordia'	'Cordoba'	'Corrientes'	'Formosa'	'Gral Pico'	'Gualeguaychu'	'Junin'	'La Plata'	'Laboulaye'	'Marcos Juarez'	'Mar del Plata'	'Parana'	'Paso de los Libres'	'Pehuajo'	'Pergamino'	'Posadas'	'Reconquista'	'Rio Cuarto'	'Rosario'	'San Luis'	'Sauce Viejo'	'Santa Rosa'	'Tandil'	'Tres Arroyos'
922	1972	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
923	1972	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
924	1972	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0
925	1972	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	1972	7	14	0	0	0	0	0.4	0	0	0	2.1	2	0	0	0	0	0	0	0	0	0	0	0	7.3	0	0	0	0	0	0	0	0
927	1972	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
928	1972	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0
929	1972	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7	0	0	0	0	0	0	0	0
930	1972	7	18	0.5	0	0.3	0.2	23.2	0.4	3	0	5	0	0	1.5	0	0.1	0.5	6.2	0.7	5.6	1.2	0	0.1	2.3	0	0.5	2	13.4	3	0	0	0
931	1972	7	19	13	0	0	50.3	0.2	0.8	5.6	0	0	0	0	60.9	42.7	36	10.2	15.7	11.8	10.4	0	0.3	41.5	2.6	0	0.9	18.2	0.6	20.6	0	9.4	0
932	1972	7	20	0	0	77.6	0.1	57.8	15.6	31	0.1	4.2	0	0	4.8	0	1.3	0	-999	0	10.6	53	0	0	0.1	28.5	0	4.6	0.7	15.2	0	0	0
933	1972	7	21	0	0	7.2	0	28.5	0	10	0	11.6	9	0	1.3	0	0	0	0	0	0	44.8	0	0	16.3	9	0	0	0	0	0	0	0
934	1972	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0
935	1972	7	23	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
936	1972	7	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
937	1972	7	25	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	37.4	0	0	0	0	0	0	0	0
938	1972	7	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3
939	1972	7	27	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
940	1972	7	28	1.5	0	0	-999	9.8	0.2	45	0	0	0	0	6	0	1.3	0	-999	0	0	17	-999	0	0	12.2	0	0	0	0	0	0	0
941	1972	7	29	0	0	0	-999	3	0.2	10	0	0	2.8	0	0	0	-999	0	-999	0	0	27	0.7	0	0	0	0	0	0	0	0	0	0
942	1972	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943	1972	7	31	11	0	0	2.6	0	0	0	0	0	0	0	0	0	-999	0	0	16.3	0	0	0	0	0	0	0	0	0	0	0	33	1.4
944	1972	8	1	0.6	0	0	5.8	6	0	29.5	0	0	0	1	9	1.9	4.8	0	-999	5.2	0	0	0.6	1.2	4.2	0	0	16.2	0	0	0	3	0
945	1972	8	2	0	0	0.6	0	6.1	0	0	0	0	7.5	0	0	0	-999	0	0	2.9	0	15	0	0	3.5	5.2	0	0	0	0	0	0	0
946	1972	8	3	0	0	0.8	0	3.3	0	0	0	0.3	6.9	0	0	0	0	0	0	7	0	3.6	0	0	17.8	0.3	0	0	0	0	0	0	0
947	1972	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
948	1972	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
949	1972	8	6	0.2	0.1	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	6.4
950	1972	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0
951	1972	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
952	1972	8	9	0.7	-999	0	0	12.5	0	0.4	0	0	0	0.5	0	0	0	0	0	2.4	0	1	0.7	0	0	0	0	0	0	0	0	2.5	0
953	1972	8	10	0	0	0	0	144.5	0	12.7	0	0	0.9	0	1	0	0	0.4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
954	1972	8	11	0	1.1	0.8	0.1	13.7	0.7	0	0	0	13.2	1.2	0.6	7.4	0.6	0.7	1.2	0	0.8	8	3	15	69.4	15.2	0	12.1	0	0.3	3	0	0
955	1972	8	12	0	0.4	0	1	1.5	0	0	0	0	0	0	0.3	0	0	0	-999	0	0.1	0	0	0	1.7	0	0	0.4	0	0	0	0	0
956	1972	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	1972	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0
958	1972	8	15	1.1	4.7	0	23	0	0	0	0	0	0	0.3	0.9	0	25.7	0	0	23.5	0	0	0	7.4	0	0	0	0	0	0.6	0	0.5	3.5
959	1972	8	16	0	0	0	1	3.8	0	1	0	0	6.1	0	9.2	0	1	0	0	0	0.8	11.5	0	0	0	0	0	0	0	0.6	0	0	0
960	1972	8	17	0	0	4	5.5	7.2	1.5	13.6	0.3	12.1	0.8	0	45.1	1	5.6	0.4	0.3	0	16.8	13.3	0	0.7	1.2	1.6	0.9	0.7	1	0.8	0	0	0
961	1972	8	18	13	0	0.3	26.6	5.6	0.2	26.4	0.4	4.4	5.5	11.5	13.7	7.2	26.6	20.2	5.1	4.6	0.4	5	7.3	10.1	4.1	3	12.2	5.9	2	4.4	5.8	24.6	0.5
962	1972	8	19	12.1	5.3	0.3	3.3	-999	0	0.4	0	2	0	8	0.2	0.9	4.5	1.8	0.8	26.5	0.2	6	1.5	0.2	13.9	0	-999	0	0.6	0.5	13.6	5.5	12.1
963	1972	8	20	0	0	0	-999	0	0	0.6	0	0.4	1.8	0	0	0	-999	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0.1
964	1972	8	21	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	0	0
965	1972	8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966	1972	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
967	1972	8	24	0	0.4	1.2	0	0.6	0	4	2.6	10.8	19.3	0	0.4	0	0	0	0	0	0	2	0	0	68.4	-999	7.6	0	6	0	0	0	6.4
968	1972	8	25	0	0	20.8	0	0.1	5	3	5.6	6.4	19.5	3.6	0	2.2	0	10	7.8	0.1	16.5	10.5	0.1	0.1	31.7	5.9	9.8	12.3	14.4	21.1	3.3	0	0
969	1972	8	26	0	0	2.4	7.2	0.6	13.3	0.1	0.4	6.2	13.5	9.9	-999	16.5	8.4	12.4	19.7	0	12.2	19.2	7.6	30.5	4.8	2.1	11.2	61.8	13.9	15.5	5.1	0	0
970	1972	8	27	0	0	0	9.7	7.2	0	7	0	3.5	1	0	16.3	4.6	17.5	4.9	14.4	0	5.4	12	0.3	9	8.3	0	0.7	3.5	0	7.4	0	0	0
971	1972	8	28	0	0	0	0.6	0	1.5	0.6	1	0	0	0	0.1	1.3	0.3	0	0.8	0	0.4	0.1	0	0.3	0	0	3.3	0	1	0.3	0	0	6
972	1972	8	29	6	2.8	0	5	5.3	0	3.4	0	0	0	6.8	1.1	3	2.3	0.6	-999	2.6	0.7	1	0	0.9	0.3	0.6	2.2	0	0	0	0	0	20.5
973	1972	8	30	0	2.3	0	0.5	0	0	0	0	0	0	0	0	0	0.3	0	0	6.4	0	0	0	0	0	0	0	0.1	0	0	0	3	6.3
974	1972	8	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0.1
975	1972	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.2
976	1972	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977	1972	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
978	1972	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979	1972	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
980	1972	9	6	7	0	0	8.1	0	0	42	0	0	0	0.4	0	16.5	56	1.9	0	13	0	0	0.8	4	0	0	0	20.5	0	0	0	10	6.1
981	1972	9	7	0	0	0	0	0	23.4	50	0	0	0	0	0.8	0	0	0	0	0	6	0	0	0	0	12.8	0	0	0.4	6.4	0	0	0
982	1972	9	8	0	0	1.9	8.1	19.8	53.9	25.4	26.5	0	0	0	26.9	0.1	3.6	0.4	22.4	0	37.6	33	0	16.9	16.5	34.6	12.5	76.5	25.5	43.1	0	0	0
983	1972	9	9	0	0	4.9	8.3	0	0	3.5	0	0	1.8	0	0.1	0.1	10	0.5	0.2	0	0	5	0	0.3	0	0	0.7	1.8	0	0.3	0	0	0
984	1972	9	10	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
985	1972	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
986	1972	9	12	0	0	0	0	0	0	0	0	0	0	2	0	0.1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
987	1972	9	13	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1
988	1972	9	14	18	14	0	-999	0	3.4	0	10	0	0	74.8	1.4	0	0	0	36.1	8.1	6.4	0	16.9	1.5	0	0	0.7	2.8	11.4	12.8	12.8	40	18.7
989	1972	9	15	75.6	5.7	0	30.2	2.3	29.7	13.3	46	0	0	26.5	121.6	36.2	23.5	19.8	68.2	33.8	132.9	0	44.4	25	0	1.2	12.3	65.8	6.6	97.2	2.3	72.6	4.8
990	1972	9	16	37.1	12	14.7	30.4	10.6	33.8	55.9	8.5	18.8	14.4	0.3	50.5	11.9	15.3	7.8	39.8	41.1	38.2	14.1	43.5	42.5	47.4	7.8	5.6	53.2	2	43.6	0	34.2	35.9
991	1972	9	17	0	1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
992	1972	9	18	4	5.5	0	-999	22.6	0	1.5	0	0	0	30	-999	2.3	0	4.8	0	4.6	0	7	8	0	14.4	75	0	0	2.5	0	10.9	0	2.6
993	1972	9	19	0	-999	5.3	0	21.8	0	0.8	0	14.5	27.5	0	0	0	0	0	0	0	0	47.4	0	0	98.5	5.4	0	0	0	0	0	0	0
994	1972	9	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
995	1972	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
996	1972	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997	1972	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
998	1972	9	24	8.6	31.2	0	-999	0	4.6	0	33.5	0	0	10.6	0	15.4	0	24.3	23.3	4.2	22.4	0	40.1	12.5	0	0	26	14.6	0.3	12.4	3	11	21.2
999	1972	9	25	0	-999	0.5	5.1	17	1.9	12	0	7.6	3.9	0	8.6	0	1.8	0	0	0	3.5	6.3	0	0	78.5	20.8	0	2.4	0	2.6	0	0	0.1
1000	1972	9	26	0	0	2.6	0	5.4	0.8	12.2	0	0.5	13.5	0	0	0	0	0	0	0	0	1	0	0	24.3	6.6	0	0	0	0	0	0	0
1001	1972	9	27	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0
1002	1972	9	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003	1972	9	29	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0
1004	1972	9	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	10
1005	1972	10	1	0	0	0	0	0	0	3	0	0	0	0	6.4	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0
1006	1972	10	2	1.8	0	0	0	0	0	1.2	0	0	0	0	13.4	0	0	0	0	3.1	0	0	0	0	8.6	0	0	0	0	0	0	2	5.1
1007	1972	10	3	3	-999	0	0	0	0	0	0	0	0	0	0	0.3	-999	0	0	2.4	0	0	0.8	0	0	0	0	0	0	0	0	3	6.1
1008	1972	10	4	0.6	0	0	0.8	0	0	0	0	0	0	0	0	0	12.8	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.8	1.2
1009	1972	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010	1972	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
1011	1972	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1012	1972	10	8	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1013	1972	10	9	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1014	1972	10	10	9.2	-999	0	0	0	0	0	1	0	0	0	7.7	0.3	0	16.2	0	0	0	0	0.7	1.4	0	0	9.6	5	0	0	0	3	25
1015	1972	10	11	0	0.5	0	5.1	0	0	0	0	0	0	0	0.4	0	6.8	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2.1
1016	1972	10	12	4	18	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	25	6.7	11.5
1017	1972	10	13	10.2	0	16.9	0	0	3	0	0	48.3	72.7	2.8	0	3	1	0.3	0.1	10.1	-999	1	0.8	0.2	62.4	-999	0	0.3	0	1.8	0	13	9.1
1018	1972	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0
1019	1972	10	15	3.5	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	6.3	6.1
1020	1972	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1021	1972	10	17	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0
1022	1972	10	18	7	11.4	0	51.9	0	8	46	8.6	0	0	0.6	19.6	0	45.5	0	5	19.2	51.2	0	0.1	2.3	0	0	0	19	0	24.5	6.2	12.3	26.2
1023	1972	10	19	0	4.4	90	0	39.8	63.9	48	0.3	69.2	0	0	0	0	0	0	0	0	5.1	25.4	0	0.1	0.5	125.8	0	0	0	0	0.3	0	0
1024	1972	10	20	2.5	3	61.3	0	3.1	0	0	5	34.7	2.5	0	0	0	0	1.5	0	9.2	0	7	3	0	74	2.8	38.8	0	0	0	0.3	4	0
1025	1972	10	21	0	0	10.2	0	0	0	0.1	23.2	5.1	6.5	0	8.2	0.4	0	0	1.9	0	0	0	0	9.2	11.4	5.5	8.6	28.4	0	0	0	0	0
1026	1972	10	22	0	0	8.7	0	0.8	1.1	0	5.5	7	0.7	0	0.5	0	0	0	0.8	0	0	17	0	0	15.9	22.8	-999	0	0	0	0	0	0
1027	1972	10	23	0	0	13.1	8	6.5	28.6	2.2	7	0.3	0	1.7	16.4	35.3	13.7	7.3	12.4	0	0	18	38.1	31.9	0	2.5	27.8	52.8	16.9	0	0.5	0	0
1028	1972	10	24	0	0	0.4	0	12.9	4.8	1	0	0	0	0.3	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0.3	0	0
1029	1972	10	25	43.5	8.1	0	2.5	12	9.5	66.6	17	0	0	10.8	71.8	7.6	5.5	8.1	57	17.6	16.9	1	51.3	2.7	0	0	17.2	54	0.5	18.6	4.8	9.3	10
1030	1972	10	26	0	-999	49	-999	34.2	0	21	0	10.4	0	0	0.7	0	1	0	0	0.1	1.2	32	0	0	0	35.2	0	0	0	0.5	0	0	0
1031	1972	10	27	0	0.6	1.2	0	0.8	0	0	0	8	2.8	0	0	0	-999	0	0	0.5	0	7.3	0.7	0	9.5	0	0	0	0	0	0	0	0.1
1032	1972	10	28	0	0	4.5	0	3	0.4	0.5	0	0.6	4.6	0	0	0	0	0	0	0	0	6	0	0	10.1	2	0	0	0	0	0	0	0
1033	1972	10	29	0	0.8	0	0	2.9	0	0	0	-999	0	0	0	0	0	0	0	0	0	22.6	0	0	0.4	0	0	0	0	0	0	0	0
1034	1972	10	30	0.9	0	0	0	0	0	0	0	0	0	0	0.2	0	0.4	0.1	0	0.6	0	0	0	30.5	0	0	0	0	0	0	0	0.6	7.8
1035	1972	10	31	0	-999	30	27.7	41.6	32.8	9.2	0	-999	0	0	12.4	13.6	19	5.9	4.2	0.5	10.4	35.5	0	26.8	14.7	10	1.2	12.3	0	15.3	0	0	0
1036	1972	11	1	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	9.3	0	0	0	0	0	0	0	0
1037	1972	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1038	1972	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	1.5
1039	1972	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0
1040	1972	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1041	1972	11	6	0	0	2.2	-999	9	35.5	14	5	24.4	3.3	14	10.2	26.6	0	55.3	25	0.7	28.7	1	7.3	25.5	0	32.4	13.4	38.4	12.8	8.5	22.2	0	0
1042	1972	11	7	0	0	46.7	0	24.6	14.1	7.6	0	52.2	3.4	0	0	0	0	0	0	0	1	50	0	0	45.2	37.3	3	0	6.5	6	0	1.3	0
1043	1972	11	8	0.6	2.8	7	0	0	5.5	0	7.7	4.6	0	26.8	0	1.1	0	18.5	8	0	0	0	1.6	0	0	36.8	17.2	0	26.7	0	32.2	0	0.9
1044	1972	11	9	6.5	16.5	25.2	41.7	42	54	81.4	3.8	0	0	17.4	29.9	16	14.9	42.4	19.8	2.3	76.9	11	50.9	23	0	30.8	9.6	22.2	2	37.3	39.9	4.4	22
1045	1972	11	10	1	-999	0	0	0	0	0	0	-999	3	0	1.1	0	0.2	0	0	2.2	0	0	0.1	0	12.2	0	0	0	0	0	0	0	7.7
1046	1972	11	11	0.6	0	0	0	0	0	0	0	0	0	9.8	0	0	1.6	0	0	0	0	0	3.9	0	0	0	7.6	0	5.9	0	5.6	0	0
1047	1972	11	12	0	0	11.7	0	0	3.5	0	28	30	76.2	0	0	0	0	0	0	0	0	1	0	0	7.2	13	4	0	8.9	0	0	0	0
1048	1972	11	13	0	9	0	0	0	0	0	0.5	0.6	7.1	20.1	0	0	0	15	0	0	0	0	0	0	22.3	0	19.6	0	35.5	0	5.4	0	0.3
1049	1972	11	14	0	5	0	0	0	1.9	0	33.7	0.7	0.4	27.3	0	0	0	43.5	11.9	0	2.2	0	0.1	0	0	0	8.4	0.7	2.4	2.5	69.8	0.4	0.7
1050	1972	11	15	0	-999	0	0	0	0	0	4.6	0	0.2	2.8	0	0	0	0.8	0	3.9	0	0	0	0	4.1	0	19.7	0	15	0	9.9	0	0
1051	1972	11	16	6.5	0	0.2	13.8	0	0	0	24.2	0	0.4	1.8	0	10	30	24.2	10.1	0	-999	0	3.1	18.9	-999	0	41.4	6	9.5	0.5	0	0	4
1052	1972	11	17	2	0	0	23.5	0	0	0	0	1.1	5.7	0	0.4	1.5	30.5	0	0	0	0.5	2	0.9	1.2	2.5	0	0	5	0	0.5	0	1.9	5
1053	1972	11	18	0	0.4	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
1054	1972	11	19	0.5	0	0	8.6	0	0	0	25	0	0	0	3.5	0	7	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	1
1055	1972	11	20	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0
1056	1972	11	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1057	1972	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	15.2
1058	1972	11	23	0	0.6	1.2	0	0	14.3	0	16.4	6.3	0	12.9	0	0	0	10	-999	0	0	0	0	0	0	0	16.6	0	22.4	0	25.5	0	0
1059	1972	11	24	0	3	31.5	7.3	19.3	41	52.2	0.7	18.3	45.3	10	13.2	1.2	1.5	17.2	26.2	0	18.4	15	14	3	63.5	59	-999	3.2	0	19.8	12	0	2.7
1060	1972	11	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
1061	1972	11	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	1972	11	27	35.5	1.6	0	6.4	0	0	-999	7.5	0	0	3.7	41.4	3.7	7	18.6	1.8	47.2	0.9	0	-999	27	0	0	0	46	0	4.4	4.1	32.9	5
1063	1972	11	28	0	0	4.7	0	0	3.6	5.5	0	117.7	1.7	0	0.2	0	0	0	0	0	0	2.1	0	0	21.8	1.4	0	0	0	0.3	0	0	0
1064	1972	11	29	0	0	9.8	0	-999	0	0	0	73.1	2.5	0	0	0	0	0	0	0	0	1.4	0	0	47.7	0.7	0	0	0	0	13.2	0	0
1065	1972	11	30	0	10.9	16	0	0.3	0	0	0	0.3	23.5	4	0	0	0	0	0	0	0	0	0	0	70.2	0.7	0	0	0	0	0	0	9.8
1066	1972	12	1	0	0	32	0	5.1	0	0	0	4.6	3.1	1.9	0	0	0	0	0	0	0	5	0	0	17	-999	0	0	0	0	0	0	0.1
1067	1972	12	2	0	10.5	5.9	0	65.5	0	21	0	18.8	1.3	15.2	0.3	0	-999	13.2	0	0	0	9.2	0	0	5.6	6.3	88	0	110	0	1.2	0	0
1068	1972	12	3	0	4	0	0.1	1	0	0	2.4	11.5	3.7	0	0	0	0.1	0	7.8	15.5	0	49	0.7	0	16	1.2	-999	0	0	0	0	1.3	0.2
1069	1972	12	4	0	0	0	0	0	0.3	0	7.3	0	0	0.3	0	0	-999	0.4	1.3	0	0.1	0	0	0	0	0	6	0	0	0	2	0	0
1070	1972	12	5	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0
1071	1972	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	20	0	0	0	5.1	0	0
1072	1972	12	7	29.5	0	1.5	0	0	10	0	7.8	5.6	0.5	0	0	0	0	0	0.4	33.9	0	5	0	0	-999	7.2	43.9	0	6.8	0	0	0	0
1073	1972	12	8	9.5	12.2	22.2	0	2	2.4	0	0	35.2	9.6	19	0	8.2	0	0	0	34	0	2	13.2	0	9.8	7.4	8	0	11.5	0	0	1.2	4.7
1074	1972	12	9	4.6	0	3.1	9.8	0	1.8	0	0.4	7	0	0	0	1.2	2.6	0	0	11	0	0	0	0	0	4	0	0	10.4	0	0	8.5	22.8
1075	1972	12	10	1.5	0	0.3	0	0	0	0	1	0.3	57.2	0	0	0	0	0	-999	0	0	0	0	0	0	-999	0	0	0	0	0	0	0
1076	1972	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1077	1972	12	12	0	2.5	0	0	0	0	0	0	0	0	11.9	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	25.5	0	0
1078	1972	12	13	0	0.8	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0
1079	1972	12	14	0.2	3.8	0	0	0	0	0	0	0	0	45.3	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	9.3	5	1.6
1080	1972	12	15	0.1	0	0	0	0	0	0	0	0	0	11.4	-999	16.1	0	0.9	12.9	0	3.1	0	34.3	21.8	0	0.9	6.6	0	6.7	3.8	18.3	14	0
1081	1972	12	16	6	0	7.7	27	0	6.1	3.5	4.6	0	0	0	1.6	1.7	1	0	1.3	3.4	0	0	0	0	0	5.3	0	0	0	0	0	0	0
1082	1972	12	17	0	34.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
1083	1972	12	18	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0	0	20	0
1084	1972	12	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0
1085	1972	12	20	0	0.7	0	0	0	0	0.2	5	0	25.3	0	0	0	0	1.5	0	0	0	0	0	0	15.1	0	0	0	0	0	0	0	0
1086	1972	12	21	0	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0.1
1087	1972	12	22	20.5	6.5	0	14	0	54.5	0	76.6	0	0	17.8	0	12.6	2.5	17.7	39.7	25.1	0	0	31.8	12.2	0	0	36	11.2	15.4	2.8	13	52.4	12
