nro	anio	mes	dia	Azul	BahiaBlanca	'Bella Vista'	'Buenos Aires'	'Caseros'	'Ceres'	'Concordia'	'Cordoba'	'Corrientes'	'Formosa'	'Gral Pico'	'Gualeguaychu'	'Junin'	'La Plata'	'Laboulaye'	'Marcos Juarez'	'Mar del Plata'	'Parana'	'Paso de los Libres'	'Pehuajo'	'Pergamino'	'Posadas'	'Reconquista'	'Rio Cuarto'	'Rosario'	'San Luis'	'Sauce Viejo'	'Santa Rosa'	'Tandil'	'Tres Arroyos'
11236	2000	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.5	0.3
11237	2000	10	6	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
11238	2000	10	7	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11239	2000	10	8	27	12	0	3.5	46	3	27	0	0.2	0	4.5	0	3	2	5.6	0	20	0	0	23	0	0	0	0	0	0	0	24	44	50
11240	2000	10	9	2	0	0.2	-999	32	0	22	0	2	9	0	0	0	0	0	0	0.4	0	23	0	4.7	13	9	0	0	0	0	0	0	0
11241	2000	10	10	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
11242	2000	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
11243	2000	10	12	0	0	0	0	0	0	0	0	84.6	13	0	0.6	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
11244	2000	10	13	0	0	2.5	0	0	0	0	-999	2.5	38	0	0.2	0	0	0.4	0	0	0	0	0	0	37	0	-999	-999	0	0	0	0	0
11245	2000	10	14	5	0	1	0	0	0.4	0	21	12.7	41	23	-999	0	0	3.4	0.1	0	0	0	8	0	7	0	10	4	12	0	27	1	0
11246	2000	10	15	27	2	0	8.2	0	4	8	9	15.4	9	28	0	11.6	13	9.8	6	9	2.7	0	52	6.5	2	0.2	5	1	12	0.4	21	14	12
11247	2000	10	16	0.7	0	30	9.7	13	4	0.6	0	29.9	27	0	0.2	0.7	2	0	0	2	0.2	23	0	0	12	6	0	0	0.2	0	0	0.2	0.3
11248	2000	10	17	0	0	12.5	0	0	0	0.1	0	5	18	0	0	0	-999	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
11249	2000	10	18	0	0	6.8	0	0	0	0	0	6.7	-999	5	0	0	0	0	0	0	0	0	2	0	0	0.8	0	0	0	0	0	0	0
11250	2000	10	19	0.6	0	40.2	14.5	25	0	7	0	0.4	38	0	14	0	21	0	0	0	0	9	0	0	52	4	0	0	0	0	0	2	0
11251	2000	10	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0
11252	2000	10	21	48	0	0	48.3	0	0	27	27	0	0	0	49	60.2	47	19.9	47	13	66.1	0	28	66.2	0	0	15	29	-999	80.4	4	32	24
11253	2000	10	22	0	0	12.5	0.3	57	12	17	4	92	53	0	6	0	-999	0	3	-999	21.3	33	0	0	64	18	0	11	1	28	0	0	0
11254	2000	10	23	0	0	0	0	2	0	-999	6	0.3	0.2	0	0	0	0	0	0.2	0	0	0.5	0	0	5	0	-999	0.5	12	0	0	0	0
11255	2000	10	24	0	0	0.7	0.2	0.1	0.2	0	7	1.7	-999	5	-999	2.4	1	2.2	3	0	0.9	0	0.3	0.1	19	0.2	14	0.7	4	6	6	0	0
11256	2000	10	25	16	5	0	0.4	27	0.9	10.5	0.4	0	0.5	7	1	18.3	9	21.4	9	4	0	69	50	0	23	0	7	4	9	0	3	19	25
11257	2000	10	26	30	0	0	8	0	0	0.6	0	2.5	12	0	-999	0.6	32	0	0	18	2	5	0	0.2	31	6	0	0	0	1	0	9	0.3
11258	2000	10	27	0.6	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
11259	2000	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11260	2000	10	29	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0
11261	2000	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11262	2000	10	31	2	6	0	2.5	0	60	0	48	0	0	12	5	70.4	0	28.4	71	0	28	0	31	46.4	0	0.1	37	66	4	42	43	0	4
11263	2000	11	1	0	0	25	4.3	37	4	35	0	38.1	50	0	18	0	2	0.3	0.2	14	9	35	4	0	52	34	0	0	0	7	0	0	5
11264	2000	11	2	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11265	2000	11	3	4	0	0	0	0	0	0	22	0	0	12	0	6.9	0	7.3	0	3	0	0	3	0	0	0	0	0	0	0	0.4	2	0
11266	2000	11	4	0	5	0	2.1	0	7	0	3	0	0	29	0	0	-999	0.7	0.2	6	0	0	5	3.6	0	0	7	0	34	0.2	7	0	0
11267	2000	11	5	3	3	0	0.4	0	9	0	7	0	0	0	0	5.5	0	0.3	0.5	20	0	2	1	30.5	0	5	0	9.5	18	0	0	10	10
11268	2000	11	6	0	2	0	15.2	0	1	0	5	0	0	27	0	28	2	10.1	5	0	0	0	18	21.1	0	0	20	9	4	0	8	0	0
11269	2000	11	7	0.9	7	8	4.5	15	8	-999	12	2.8	-999	0.6	4	35	7	18.4	2	0	2	21	15	16	40	27	22	0	6	-999	1	0	0.5
11270	2000	11	8	0	10	0	10.6	0	11	0.8	17	9	7	1	2	0.3	-999	14	17	0	14.5	0	0.4	9.8	0	0	3	14	0	20	0.2	7	3
11271	2000	11	9	0	7	0	0	3	0.5	0.9	0	0.2	0	2	0	0	0	26.6	0	0	0	0	11	0	0.2	25	7	0	1	0	27	0	0.2
11272	2000	11	10	2	0.2	0	0.1	0	0	0	3	0	0	0	0.6	20	0	21	5	0	7	0	20	9.5	0	0	2	12	8	32	0	0	0
11273	2000	11	11	0	0.5	18.5	46.3	2	11	9	7	17.6	8	5.5	15	19	14	23	35	8	23	8	2	24.5	35	32	5	51	0.2	10	3	0	0
11274	2000	11	12	0.2	0.3	0	0	0	0	0	0	0	0.6	0.7	0	0	0	0	0	2	0	0	0	0	0.5	0	0	0	0	0	0	0	0
11275	2000	11	13	0	0	1	0	0	8	0	32	0	0	0	0.4	0	0	0	0.3	6	1.5	0	0	0	0	4	-999	0	0	1	0	0	10
11276	2000	11	14	0	0	1.3	0	0	0	0	0	0.4	2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0.2	2
11277	2000	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11278	2000	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11279	2000	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11280	2000	11	18	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	3.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
11281	2000	11	19	0	0	2	0.4	0.8	13	9	0	3.5	10	0	7	0	0	1	0	0	-999	1	0	4.5	0	0	0	13	0	0.8	0	0	0
11282	2000	11	20	0	0	0.5	0	0	0	0	0	0.9	22	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11283	2000	11	21	0	0	0	29.9	0	0	0	0	0	0	0	0	2.5	26	30.6	0	0.5	0	0	0	43.5	0	0	0	18	0	0	0	0.3	0
11284	2000	11	22	0	0	0	0.1	0	0	0	0	0	0	0	24	0	-999	0.8	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
11285	2000	11	23	4	0	32	29.7	36	35	16	7	32.8	23	0.5	23.5	1	32	7.3	18	0	9.5	8	14	1.2	26	25	6	26	0	29	0	3	0
11286	2000	11	24	0	0	0	0	0	0	0	0	4.1	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
11287	2000	11	25	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11288	2000	11	26	0	0	0	4.6	0	0	0	0	0	0	0	7	0	11	3.4	12	0.2	24	0	-999	18.1	0	0	0	-999	0	18	0	1	0
11289	2000	11	27	0	0	52.5	0	21	94	56	69	0	0	0	0.4	0	0	0.5	10	0	44	35	0	0	9	13	5	6	0	162	0	0	0
11290	2000	11	28	0	0	32	0	29	5	8	8	67.6	18	0	0	0	0	0	0	0	1.5	20	0	0	19	46	-999	0	0	10	0	0	0
11291	2000	11	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
11292	2000	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
11293	2000	12	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0.6	0	6	0	0	0	0.6	0	0	0	0	3	0	11	0	4
11294	2000	12	2	3	0	0	0	0	0	0	36	0	0	0	0	0.5	0	0	4	1	0	0	0	0	0	0	0	0	6	0	0	3	16
11295	2000	12	3	0	0	0.5	0	0	6	7	10	0	0	0	0	0	0	0	31	0	23	0	0	0	0	6	0	0	0.5	21	0	0	0
11296	2000	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11297	2000	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11298	2000	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0
11299	2000	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11300	2000	12	8	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11301	2000	12	9	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11302	2000	12	10	6	0	0	14.6	3	5	6	7	0	0	0	0	0	14	20.6	25	0	10	0	40	0	0	2	14	8	0	13	0	0	0
11303	2000	12	11	0	0	0	0	4	0	-999	2	0	0	0	0	0	0	0	0	0	0	8	0	0.2	0	9	0	0	0	0	0	0	0
11304	2000	12	12	8	0	27.5	0	0	0	0	-999	6.6	25	0	0	0	0	6.1	13	6	0	0	2	0.2	2	0	11	0	17	0	4	10	0
11305	2000	12	13	8	0	0	0	24	0.7	42	-999	2.9	11	4.5	18	0	0	15.8	2	2	0.5	0	0	0	0.5	7	1	7	8	10	1	0	0
11306	2000	12	14	0.4	0	0	0	0	0.2	0	24	0	0	4	0	0	0	4	13	0	0	0	3	0	1	0	-999	0	0	0	4	0	0
11307	2000	12	15	14	3	0	1.9	0	0.3	0	0	0	2	0	0.3	0	2	0	0	0.8	0	0	1	0	0	0.4	0	0	0	0	0	22	5
11308	2000	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11309	2000	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11310	2000	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11311	2000	12	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0
11312	2000	12	20	0	0	20.5	0	8	13.5	-999	0	0	0	0	0	0	0	0.6	0	0	0	8	0.2	0	0	48	-999	0	19	0	0	0	0
11313	2000	12	21	7	0	0.1	2.6	18	11	0	0	26.7	0	0.3	4.5	3	4	-999	0	2	0	29	0.5	0	17	11	0	0.6	0	0	0	3	15
11314	2000	12	22	0	0	31.5	0	6	0.2	6	6	124.5	2	0	1.5	0.3	-999	4.8	11	3	2.5	4	0	3.1	3	1	20	4	5	2	0	0	0
11315	2000	12	23	0	0	13.5	0	4	1	2	0	46.7	4	0	0	0	0	0	0	0	0	4	0	0	27	2	0	0	0	0	0	0	0
11316	2000	12	24	0	0.2	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	4	-999	0	0	0	0	0	0	0	0
11317	2000	12	25	4	0	0	0	0	0	0	0	0	0	0	0	0.9	0	3	0	5	0	0	0	18.6	7	0	3	0	4	0	0	13	2
11318	2000	12	26	14	0	0	72.8	15	0	31	3	0	0	0	49	9.5	74	1	31	4	36	13	0.1	0	0	0	22	40	0	23	0	12	0
11319	2000	12	27	0	0	17	0	24	0	13	0	58.9	7	0	0.8	0	0	0	0	0	0.5	22	0	3	48	4	-999	0	2	0	0	0	0
11320	2000	12	28	0	0	7	0	0	6	0	30	23.8	11	0	0.2	0	0	2.6	17	0.1	42.5	0	0	0	29	4	16	8	8	23	0	0	0
11321	2000	12	29	0	0	1.5	0	5	0.6	13	0	29.8	6	0	3	0	0	0	0	0	0.5	11	0	0	3	-999	0	0	0	0	0	0	0
11322	2000	12	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11323	2000	12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11324	2001	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11325	2001	1	2	0	3	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	30
11326	2001	1	3	0	0	0	0	0	0	0	0.4	0	0	33	0	0	0	6	0	0	0	0	0	0	0	0	-999	0	17	0	0	0	11
11327	2001	1	4	41	0	0	0	4	33	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11328	2001	1	5	6	2	0	0	5	0	0	0	0.2	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	2	0	138	8
11329	2001	1	6	17	2	0	52.2	0	78	20	9	22	0	0	54	4.6	8	3	8	1.6	38	3	0	63.7	19	0	17	6	90	23	21	0	0
11330	2001	1	7	12	4	0	0	19	2	3	8	0	0	0	0	0	0	0	0	0	0	46	1	0	20	30	3	0	0	0	0	0.5	0
11331	2001	1	8	6	0.3	8.3	8.5	3	0	0	0.6	8	24	0	7	21	3.8	15	0	6	0	4	7	17.6	32	6	1	0	0	0	0.7	5	0.6
11332	2001	1	9	0	18	0	64.2	30	13	34	23	0	55	12	32	67	62	28	85	8	10	0	14	55.7	3	8	13	53.8	25	16	9	4	9
11333	2001	1	10	0	0	2.5	0	33	4	13	0	27	59	0	0	0	0	0	0	0.6	0.5	6	0	0	45	17	0	0	0	0	0	0	0.2
11334	2001	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11335	2001	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11336	2001	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
11337	2001	1	14	0	0	1.4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.1	0	0	0	0	0	0	0
11338	2001	1	15	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
11339	2001	1	16	0.4	0.6	14.5	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0.9	-999	0	12	21	0	0	0	0	3	29	0
11340	2001	1	17	0	0.4	30	6.9	52	19	37	73	0	0	40	35	32	3	0.3	0.5	0	29	14	35	8.5	3	-999	11	98	16	55	-999	0	0
11341	2001	1	18	0	0	52	1.1	22	1	20	29	13	0	1	41	59	2	0.8	0	0	3	12	0	0.2	0	14	11	45	0	2	0	0	0
11342	2001	1	19	0	0	10.2	0	1	27	0	0	44	9	0	0	0	0	0	0	0	0	0.8	0	0	13	9	0	0	0	0	0	0	0
11343	2001	1	20	0	2	0	0	0	0	0	0	0	0	32	0	0	0	0.4	0	0	0	0	11	0	0	0	0	0	0	0	15	0	0
11344	2001	1	21	0	0	67.5	0	-999	105	0	1	2.8	0	0	0	3	0	0	2	0	0	1	9	0	0	34	0	0	0	0	14	0	0
11345	2001	1	22	0.3	0	44.5	0	0	0.3	0	0	39	0.2	0	0	0	0	0	0	0	0	3	0	0	26	25	0	0	0	0	0	0	0
11346	2001	1	23	0	-999	0	0	0	0	0	0	0	8	18	0	0	0	0	0	0	0	0	28	0	3	0	-999	0	5	0	6	0	0
11347	2001	1	24	0	0	0	145.5	0	0	0	0	0	4	0	0	5	16	0	0	0.2	0	0	0	5.3	0	0	0	0	0	0	0	0	0
11348	2001	1	25	8	0.8	0	0	0	0	0	14	0	0	0	0	0	0	23	50	0	0	0	0	0	0	0	21	0.3	19	0	0	0	0.8
11349	2001	1	26	0	0.5	1	25.2	0	27	0	0	0	0	0	18	46	31.8	0.2	5	0	11	0	2	5.3	0	0.3	0	12	0	21	0	25	0
11350	2001	1	27	0	-999	0	0	85	75	57	29	0	0	0	0	0	0.5	0	4	5	5	79	0	0	5	0	3	3	0	15	0	1	0
11351	2001	1	28	0	0	0.5	7.7	28	35	30	2	12	3	0	0	0	0	0	0	0	4	34	0	0	42	20	0	0	0	2	0	0	0
11352	2001	1	29	16	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
11353	2001	1	30	0	14	0	0	0	0	0	0	0	0	-999	0	0	0	0.8	0	0.6	0	0	10	0	7	0	0	0	0	0	10	15	22
11354	2001	1	31	0.1	0	0	26.2	0.8	0	4	0	34	32	0	48	0	5	0	0	2	0	31	0	0	48	0	0	0	0	0	0	0	0
11355	2001	2	1	0	30	0	0	0	5	0	0	5	2	0	0	0	0	0	0	6	0	0	0	0	19	0	0	0	0	0	0	15	19
11356	2001	2	2	0	0	0	5.6	0	2	0	0	0	20	0	0	0.8	18	0	0	0.2	0	0	0	0	28	5	0	0	0	0	0	0	0
11357	2001	2	3	0	0	0	0	0	0	0	0	0.1	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0
11358	2001	2	4	0	0	0	0	0	0	0	0	25	28	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
11359	2001	2	5	0	0	1	0	0	0	0	0	0.5	7	0	0	0	0	0	0	7	0	0	0	0	20	0	0	0	0	0	0	0	0
11360	2001	2	6	0.6	0	0	9.1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11361	2001	2	7	0	0	0	0	0	0	0	26	0	0	0	0	37	0	0	16	0	1	0	70	0.3	0.9	0	0	18	0	20	0.3	0	0
11362	2001	2	8	15	0	0	0	47	0	58	83	0	0	20	40	9	0	0	0	0	66	32	0	117.7	0	0	1	38	0	2	15	0	0
11363	2001	2	9	0	8	0	13.5	0	0	0	0	0	0	40	26	44	23	9	8	21	2	0	16	26.5	0	0	5	32	5	8	37	13	14
11364	2001	2	10	0	0	0	13.8	0	0	0	0	0	0	0	18	42	10	0.1	3	0	18	0	0	1.7	0	0	0	-999	0	3	0	0	0
11365	2001	2	11	0	0	18.7	17.1	21	0	36	4	0	0	1	6	0	4	0.6	33	0	3	40	0.5	14.4	0	21	0	8	0	2	0	0	0
11366	2001	2	12	0	0	0	0	-999	0.1	0	0	0.1	11	0	0	0	0	0	0	0	0	2	0	0	0.3	0	0	0	0	0	0	0	0
11367	2001	2	13	0	3	0	0	-999	0	0	0	0	1	0	0.3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11368	2001	2	14	0	2	0	0	0	0	0	0	-999	24	0	0.3	0	0	0	0	0	0	4	0	0	87.1	0	0	0	3	0	0	0	0
11369	2001	2	15	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
11370	2001	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11371	2001	2	17	0	2	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
11372	2001	2	18	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
11373	2001	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11374	2001	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0.3
11375	2001	2	21	0	0	0	-999	32	0	0	0	15	3	0	0	0	-999	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
11376	2001	2	22	0	0	0	0	6	0	0.8	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0	0
11377	2001	2	23	0	0	0	8.9	2	0	2	0	0	0.1	0	2	0	2	0	0	0	31	10	0	0	19	0.6	0	0	24	7	0	3	0
11378	2001	2	24	0	3	15.2	0	17	56	57	0	67	0.2	0	3	0	0	0	0	0	31	82	0	0	30	2	0	0	2	0	40	0	0
11379	2001	2	25	0	0	0	0	0	0	22	0.8	0	-999	0	0	0	0	0	0	0	0	0	0	0	6	0.5	0	0	0	0	0	0	0
11380	2001	2	26	0	0	1.7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	64	0	0
11381	2001	2	27	71	7	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	9	0	2
11382	2001	2	28	0	0	0	51.6	0	0	0	0	0	0	24	0	144	46	39	0	86	0	0	65	183.6	0	0	0	0	26	0	4	100	85
11383	2001	3	1	0	0	0	33.2	22	0	35	40	0	9	0	1	10	29	8	30	0	6	0	0	13.1	0	0	16	68.5	1	0.7	0	0	0
11384	2001	3	2	0.4	0	0	18.5	3	0	0	5	0	0	1	6	39	5	0	2	0	0	0	0	4.9	0	0	0	74	0	0	0	0	0
11385	2001	3	3	38	2	0	5	0	0	0	0	0	0	3	23	-999	0	0	0	0	0	0	0	2.8	0	0	-999	0	0	0	0	0	10
11386	2001	3	4	0	2	0	2.8	0	0	0	19	0	0	0	0	60.6	18	47	21	20	0	0	0.8	9.3	0	0	9	25	3	0	0	9	7
11387	2001	3	5	0	0	5.5	4.3	6	44	6	0	0	0	0	8	6	0.8	0.4	18	0.1	28	4	0	15.3	0	3	0	20	0	18	0	0	0
11388	2001	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	25	0	0	0	13	0	0	0	0
11389	2001	3	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11390	2001	3	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11391	2001	3	9	0	12	0	0	0	0	0	0	0	0	68	0	7	0	0	0	5	0	0	30	0	0	0	0	0	0	0	-999	8	15
11392	2001	3	10	0	0	0	0	0	0	0	108	0	0	15	0	19	0	30	28	0	0	0	17	12.7	0	0	143	28	14	0	0	0	0
11393	2001	3	11	5	0	0	0	0	33	0	7.5	0	0	2	0	20	0	-999	2	0	0	0	1	0	0	0	8	0.7	2	0	7	0	0.3
11394	2001	3	12	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	2	0	20	11	6
11395	2001	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
11396	2001	3	14	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	20
11397	2001	3	15	20	-999	0	0	0	0	0	0	0	0	50	0	0	0	0	0	6	0	20	-999	0	46	0	0	0	0	0	0.4	13	0.3
11398	2001	3	16	11	0.2	14	52.1	0	0	0	3	6	7	0	4	31	7	3	1	0.3	0.2	0	47	16.9	24	2	24	0	0	2	2	0	0
11399	2001	3	17	0	0	0	0	0	0	0	0	13	16	35	0	10	0	0	0	7	0	0	4	0	6	0	5	0	16	0	0.3	9	0
11400	2001	3	18	0	0	45	0.7	0	27	0	0	8	97	0	0.2	5	0	0	67	2	58	0	0	27.8	0.1	79	-999	22	3	57	0	0	0
11401	2001	3	19	1	0	0	0	21	0	8	2	0	0.6	0	3	0	0	1	0	0	-999	45	0	0	0	0	-999	-999	0	2	0	0	0
11402	2001	3	20	25	0	52.5	84.3	23	21.2	39	13	34	0.2	22	12	33	63	7	3	0	20	2	12	16	0	34	8	9	7	22	22	0.2	0
11403	2001	3	21	2	3	57.5	40.9	14	57	90	14	0	0	23	23	49	31	18	62	4	12	3	4	23.6	0	36	22	44	6	7	62	10	6
11404	2001	3	22	34	7	44	33	15	6	30	22	3	0	41	10	0.2	18	25	5	10	6	0	10	0.6	0	36	24	3	29	13	57	8	1
11405	2001	3	23	7	0.4	1.1	32.5	0	0	0.1	0	20	68	52.5	2	30	43	0.3	0	0	0	0.3	63	26.5	55	0.3	0	21	15	0.4	58	13	5
11406	2001	3	24	3	0	1.2	7	3	0	8	0	0.1	10	21	0	2	5	-999	0	17	0	0	15	0.1	31	7	-999	0	2	0.4	7	11	0.3
11407	2001	3	25	0	0	7.8	0.2	25	0	11	0	8	3	0	0	0	0.5	0	0	4	0	28	0	0	13	30	0	0	0	0	0	3	0
11408	2001	3	26	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.6	0	0	0	0	0.7	0	0	0	0	0	0	0	0
11409	2001	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11410	2001	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11411	2001	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11412	2001	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0
11413	2001	3	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
11414	2001	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11415	2001	4	2	11	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	29	0	0	0	0.5	0	0	0	3	0	0
11416	2001	4	3	0	0	0	-999	0	0.3	0	56	0	0	21.3	0	5	-999	31	10	0	-999	0	23	0	0	0	45	0	12.2	0.5	3	0	0
11417	2001	4	4	0	1	1	6	24	57	22	65	0.6	0	4	10	9	3	33	21	0	29	0	4	8	0	30	42	16	43	33	2	0	0
